index,period,minute,second,possession,duration,statsbomb_xg,penalty_taken_at_home,home_score,away_score,match_week,player_team_name,player_name,player_position,foot,technique,keeper_name,keeper_team_name,competition_name,competition_stage,stadium,direction,outcome
314,1,40,55,66,0.613,0.76,0,1,1,4,67,15,3,1,1,32,84,2,4,64,7,1
315,5,120,5,198,0.653,0.76,1,1,1,4,71,10,0,1,1,60,78,2,4,64,7,1
316,5,120,45,199,0.533,0.76,0,1,1,4,67,60,24,1,1,32,84,2,4,64,4,1
317,5,121,25,200,1,0.76,1,1,1,4,71,64,17,1,1,60,78,2,4,64,4,1
318,5,122,8,201,0.653,0.76,0,1,1,4,67,157,8,1,1,32,84,2,4,64,7,1
319,5,122,44,202,0.533,0.76,1,1,1,4,71,88,20,1,1,60,78,2,4,64,5,0
320,5,123,25,204,0.453,0.76,0,1,1,4,67,3,19,1,1,32,84,2,4,64,2,1
321,5,124,1,205,0.493,0.76,1,1,1,4,71,159,8,1,1,60,78,2,4,64,4,1
322,5,124,40,206,0.533,0.76,0,1,1,4,67,34,12,0,1,32,84,2,4,64,1,1
323,5,125,36,207,0.4,0.76,1,1,1,4,71,69,3,0,1,60,78,2,4,64,0,0
324,2,56,54,96,0.427,0.76,0,1,1,4,30,68,9,1,1,31,21,2,4,44,1,1
325,5,120,14,216,0.533,0.76,1,1,1,4,24,143,18,1,1,74,31,2,4,44,1,1
326,5,121,0,217,0.4,0.76,0,1,1,4,30,68,9,1,1,31,21,2,4,44,5,1
327,5,121,46,218,0.653,0.76,1,1,1,4,24,92,22,1,1,74,31,2,4,44,9,1
328,5,122,29,219,0.36,0.76,0,1,1,4,30,117,17,1,1,31,21,2,4,44,5,1
329,5,123,13,220,0.613,0.76,1,1,1,4,24,108,19,1,1,74,31,2,4,44,8,1
330,5,123,58,221,0.36,0.76,0,1,1,4,30,86,2,1,1,31,21,2,4,44,8,0
331,5,124,50,223,0.813,0.76,1,1,1,4,24,11,10,1,1,74,31,2,4,44,9,0
332,5,125,37,224,0.36,0.76,0,1,1,4,30,99,21,1,1,31,21,2,4,44,4,1
333,5,126,25,225,0.853,0.76,1,1,1,4,24,21,9,1,1,74,31,2,4,44,1,0
334,5,127,14,227,0.44,0.76,0,1,1,4,30,47,6,1,1,31,21,2,4,44,5,1
335,5,121,11,239,0.6,0.76,1,2,2,5,67,60,13,1,1,29,22,2,2,43,1,0
336,5,121,57,241,0.613,0.76,0,2,2,5,26,114,12,1,1,60,78,2,2,43,7,1
337,5,122,41,242,0.427,0.76,1,2,2,5,67,1,0,1,1,29,22,2,2,43,8,1
338,5,123,24,243,0.813,0.76,0,2,2,5,26,124,22,1,1,60,78,2,2,43,8,0
339,5,124,10,245,0.4,0.76,1,2,2,5,67,135,16,1,1,29,22,2,2,43,9,0
340,5,125,8,246,0.56,0.76,0,2,2,5,26,109,21,1,1,60,78,2,2,43,5,1
341,5,125,51,247,0.4,0.76,1,2,2,5,67,157,8,1,1,29,22,2,2,43,5,1
342,5,126,31,248,0.56,0.76,0,2,2,5,26,40,16,1,1,60,78,2,2,43,4,1
343,5,127,8,249,0.48,0.76,1,2,2,5,67,30,19,1,1,29,22,2,2,43,5,1
344,5,127,59,250,0.493,0.76,0,2,2,5,26,73,4,1,1,60,78,2,2,43,5,1
345,1,37,56,73,0.533,0.76,1,4,2,7,33,12,18,0,1,29,22,2,0,64,5,1
346,1,38,37,63,0.619538,0.76,0,0,2,2,9,104,3,0,1,42,26,3,3,27,3,0
347,1,20,1,43,0.671,0.76,1,6,1,5,9,104,3,0,1,94,29,3,3,5,4,1
348,2,69,39,145,0.437,0.76,1,4,0,16,9,104,18,0,1,114,27,3,3,5,1,0
349,2,63,29,130,0.847593,0.76,0,0,3,17,9,104,9,0,1,82,73,3,3,24,1,1
350,2,47,50,106,0.581456,0.76,1,1,1,26,43,84,3,1,1,90,11,3,3,26,9,1
351,2,86,7,170,2.16,0.76,0,2,1,32,79,31,19,1,1,90,11,3,3,5,8,1
